UnitID,Institution Name,Grand total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2019_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full-time adjusted fall 2018 cohort (EF2019D_RV),Students from the full-time adjusted fall 2018 cohort enrolled in fall 2019 (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Students from the full-time adjusted fall 2017 cohort enrolled in fall 2018 (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Students from the full-time adjusted fall 2016 cohort enrolled in fall 2017 (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Students from the full-time adjusted fall 2015 cohort enrolled in fall 2016 (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Students from the full-time adjusted fall 2014 cohort enrolled in fall 2015 (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Students from the full-time adjusted fall 2013 cohort enrolled in fall 2014 (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Students from the full-time adjusted fall 2012 cohort enrolled in fall 2013 (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),Students from the full-time adjusted fall 2011 cohort enrolled in fall 2012 (EF2012D_RV),Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Total expenses-Total amount (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Total expenses-Total amount (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Total expenses-Total amount (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Total expenses-Total amount (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Total expenses-Total amount (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Total expenses-Total amount (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Total expenses-Total amount (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),Total expenses-Total amount (F1112_F2_RV),
167899,Springfield College,596,596,527,527,655,655,541,541,546,546,562,562,510,510,541,541,527,453,655,529,541,470,546,458,562,487,510,424,541,456,582,493,39305,37444,36535,35475,34455,33455,32560,31690,14173163,11048301,13372022,10551325,9898240,9710202,8114959,8321523,80003815,98446035,78023912,99146396,72252770,94027935,62006232,95241310,64406733,94476876,66260741,93184577,55654326,91790060,48166602,90049207,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11248283,,13835789,,14949150,,15043549,,15602536,,15527816,,16372439,,14022320,
195155,St Bernard's School of Theology and Ministry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5425481,1198844,5761935,1115857,5316227,994148,4838715,1051700,5037439,1144621,5004678,1232243,4433321,1273644,3266486,1218930,
195164,St Bonaventure University,492,492,551,551,439,439,433,432,390,390,435,435,438,438,486,486,551,461,439,376,432,364,390,321,435,374,438,366,486,392,489,394,35431,34331,33331,32331,31389,30466,29589,28727,11915410,12568280,9973139,8997255,7148282,7850570,7223607,7806618,71691879,57647240,72433720,54706187,66789650,55129390,60430683,54396302,63222695,53915865,61782106,54013331,56862767,54032636,50562149,53700997,
175005,St Catherine University,335,330,411,400,399,390,430,420,431,409,478,456,444,419,464,446,398,320,387,303,410,331,398,322,415,358,368,286,402,316,370,308,40984,39554,38170,36820,35500,36420,34744,33176,8643266,9603084,8865455,8821361,8086111,8554970,6837934,6821871,93358622,102165312,93559626,104881112,88372712,99022429,74767468,96213617,80333293,93546854,74887264,92027204,64604914,89691471,51821028,85884610,
195173,St Francis College,616,613,564,561,440,435,504,502,534,533,516,510,568,566,695,691,561,425,435,335,502,370,533,416,510,388,566,460,691,550,453,352,26298,26188,26188,25300,23800,22300,20700,19200,8579651,8508797,5252216,5780239,5500263,4142266,4611500,5541000,70327667,56553599,73938182,55962600,75753294,52841196,70931170,50497028,74647235,49472771,77618460,47289000,70378635,46473163,65356710,44339023,
123855,St John's Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94704342,8319570,83474168,8469808,78330568,8256661,71503028,7881826,74077875,7833102,76329093,7738721,65964390,7235687,60188584,6586511,
195216,St Lawrence University,605,605,640,640,695,695,565,565,679,679,600,600,629,629,642,642,640,579,695,616,565,520,679,613,600,535,629,565,641,574,645,597,56765,54846,52990,51200,49420,47696,46040,44400,22918888,22125248,22813572,17072560,20351334,16724362,16274218,15651903,315660579,129596095,305688519,130160004,295884037,124439635,267593470,121348952,282085578,118509185,283875717,113608922,251421388,109583909,230276122,103614213,
461069,St Luke University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163842,St Mary's Seminary & University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71094653,6019465,
174844,St Olaf College,806,806,809,809,786,786,824,824,763,763,765,765,752,752,864,864,807,732,784,710,824,759,763,704,765,713,752,697,864,808,739,686,49710,47840,46000,44180,42940,41700,40700,39560,26018225,24109798,22523045,20864371,18037588,17168671,14636980,17751121,540137850,124363095,536821223,122285681,499443476,123578472,448381792,122700292,456240248,117457808,436671810,117427391,380180902,115918189,329606569,113487271,
130448,St Vincent's College,,,,,10,5,33,8,14,5,14,5,18,14,16,12,,,,,0,0,0,0,0,0,0,0,0,0,4,1,,,15563,14870,14630,16200,19650,18900,,,,15000,13751,27150,64788,47300,,,,,3902994,6557668,3929197,8641118,4234988,8647563,4409939,8468445,3889757,7139572,4151929,6279325,
199698,St. Andrews University,209,191,190,190,190,187,224,224,144,144,152,152,178,178,147,147,187,92,187,90,224,95,144,73,152,86,178,107,97,68,97,68,27846,26648,25874,25874,24390,23682,23332,22674,2742999,2788862,2667050,2838395,1688412,1793164,2234950,1866182,7097953,18052913,7113900,15620198,6739626,17487878,8342595,15423569,8204474,15141282,8447113,14745504,8734930,13696926,8586517,12994081,
207689,St. Gregory's University,,,,,,,101,97,88,86,107,102,123,108,98,87,,,,,,,81,48,102,50,108,67,87,42,86,42,,,22050,21300,20280,19320,20595,20765,,,,,938378,853725,1101319,1071929,,,,,,,11621024,15982090,11788276,15108774,11870457,13758376,11585155,14333011,9642633,13689537,
137272,St. John Vianney College Seminary,7,7,8,8,9,9,10,10,9,9,6,6,17,17,11,11,8,7,7,4,6,3,5,5,5,5,11,10,11,9,6,6,23100,21000,21000,21100,21100,21100,21100,17100,0,0,0,0,24000,0,0,24000,7999894,3632767,7841921,3514939,7661262,3660617,7080934,3832712,7209938,3545531,7425059,3254174,6672067,3102386,8092739,3668241,
163976,St. John's College,127,127,122,122,122,122,127,127,102,102,136,136,122,122,118,118,121,104,122,111,127,111,102,84,116,92,122,105,118,105,148,120,35635,53343,51795,50353,49119,47726,46296,45004,1998724,4085758,4227948,3723693,2983671,3481863,2692317,2182819,132916105,27522724,96461657,27839594,92672130,29425336,83039808,30364898,89799685,29256176,89274508,28695623,80723158,29121651,74498250,27399156,
245652,St. John's College,74,74,71,71,70,70,67,67,76,76,76,76,83,83,99,99,71,56,70,52,67,52,75,62,74,61,82,74,98,77,98,71,35755,54118,52320,50878,49644,47826,46286,45004,1524739,2748208,2500000,1986725,2722008,2390165,2537665,2405312,84382643,22714947,78389173,21770272,76896559,23642974,56819099,23819831,53329105,23538646,48651797,21562553,28498219,22209010,,20903708,
148593,St. John's College-Department of Nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289309,5367443,2040997,5379747,1874267,4851825,1734938,4397293,1697067,4194930,1703175,4272861,1595125,3100070,1497661,3655384,
195809,St. John's University-New York,3135,3115,3116,3101,2967,2952,3248,3236,3253,3251,2795,2790,2794,2789,2792,2786,3052,2496,2943,2468,3229,2696,3236,2725,2774,2218,2773,2181,2757,2195,2733,2080,43000,41760,40520,39460,38680,38680,37260,35520,78841182,74051236,69507214,71996233,69688179,57027787,53643768,50173194,748873000,469742000,756099000,468906000,716485000,456887000,643376000,452490000,685937386,463813393,664643254,507026178,416230509,462692533,350486000,437121562,
195544,St. Joseph's College-New York,212,209,202,200,172,170,629,616,516,507,511,496,547,544,589,577,200,161,170,135,195,159,507,430,496,428,544,449,577,483,647,548,29190,27830,26550,25114,24113,22830,21878,20125,9623291,2725603,2016283,2130531,4783969,4395726,4519951,4821121,9780000,19907000,8502000,19422000,7304000,19061000,25896000,81869000,24396000,83769000,51776000,83939000,50599000,84630000,33078000,82533000,
228149,St. Mary's University,545,544,640,638,643,643,587,586,593,589,469,469,596,596,584,584,638,473,643,485,586,429,589,450,469,355,596,460,584,425,639,490,32140,30650,29300,28200,27160,26186,25126,24226,10198293,11602874,11629738,9523397,9082197,7030871,7441749,6402024,196463000,104566000,196013000,102487000,183037000,97518000,168765000,99062000,182997000,95107000,174530000,94468000,153674225,94674643,136369498,91434452,
195243,St. Thomas Aquinas College,243,243,272,270,246,246,256,254,276,272,234,233,337,332,270,270,270,193,246,200,254,187,272,202,232,190,332,255,270,199,302,227,33050,31950,30750,29600,28740,27630,26340,25110,5390240,5719090,4887058,4612482,4558990,3686061,4766863,3025741,52532785,33127055,50612428,32246257,45963512,31123568,43304996,31031769,43170532,30904694,42549138,30070879,37236926,29913876,32518604,28922223,
137476,St. Thomas University,468,464,208,206,232,229,195,195,193,193,163,162,195,194,210,208,206,149,229,166,197,128,194,135,162,93,194,140,207,128,206,145,32000,31830,29730,28800,27960,27150,26370,25110,6860665,3504039,3659820,2494460,2335484,1783522,2130173,2563293,29604893,55744838,29003125,55686761,27003325,58972819,24157795,59158682,24933675,55252061,22615394,55625627,19496006,56701845,18005267,56615351,
243744,Stanford University,1698,1698,1696,1696,1700,1700,1738,1738,1719,1719,1677,1677,1674,1674,1762,1762,1696,1675,1700,1680,1738,1710,1719,1685,1677,1643,1674,1648,1762,1737,1704,1673,53529,51354,49617,47940,46320,45195,43683,42225,48517680,49246603,44830819,41785496,37352236,34022933,33919121,34420573,27699834000,5968067000,26464912000,5669949000,24784943000,5377530000,22398130000,4914610000,22222957000,4645698000,21466006000,4291840000,18688868000,3972849000,17035804000,3766310000,
123916,Starr King School for the Ministry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288663,3384283,6896153,3171492,7491687,2464374,5303853,2540397,6377220,2885749,7445691,2407689,7086921,2062237,6300788,2295303,
179548,Stephens College,111,111,118,117,129,129,160,160,191,190,185,185,168,168,140,138,117,74,129,82,160,97,190,130,184,132,168,103,137,92,162,120,22700,30950,30344,29754,29176,28510,27954,27410,1414724,2200107,2243280,2724746,3458165,3047912,2514340,2012029,50960193,22736630,49502230,23855081,46816822,24337676,42883737,24987303,47343426,23506118,46799691,21369682,41190781,20993813,34672829,19802373,
155937,Sterling College,139,139,156,154,218,218,128,128,143,141,188,188,169,169,139,139,152,90,218,109,128,70,140,85,188,117,169,107,139,92,140,77,27300,26000,24985,24250,22950,21950,21200,21200,1838098,2146298,2831200,1550400,1622053,2154938,1882754,1465606,17293994,15088449,23113312,14872482,16992335,14714742,15973485,14909638,15349786,14080907,14934333,13117228,15704587,12684128,14073982,13076122,
231095,Sterling College,24,24,20,19,28,28,27,27,25,25,21,21,18,17,16,16,18,10,28,16,27,18,24,12,21,12,17,14,16,10,20,11,39020,38300,37588,36495,34890,33492,29894,29310,675678,427299,647300,345742,471700,427773,316347,279381,1040296,5221745,1018241,5251501,940672,4646316,1035414,7666333,1104836,7349959,1040895,6412908,922213,5283535,838263,5055384,
137546,Stetson University,934,934,895,895,864,864,813,812,983,982,773,773,852,852,818,817,894,692,864,660,809,634,982,778,771,590,852,669,816,637,715,563,47630,46030,44490,43240,41590,40040,38330,36644,29851980,27000437,24161829,21361552,25814327,19236243,20124564,19030419,255416253,142686922,242868488,137159266,228734827,136446339,205993055,134029549,208878395,126168378,207832070,122220274,173157560,115428351,147682533,110002095,
186867,Stevens Institute of Technology,969,969,1009,1009,762,762,737,737,686,686,734,734,622,622,614,614,1007,946,761,720,734,693,685,648,734,689,622,575,614,591,559,494,54014,52202,50554,48838,47190,45366,44490,43196,26391448,25248999,18476910,17036555,15314692,18742201,15164934,14466939,224304000,253138000,206806000,225566000,183934000,219282000,166025000,215901000,173681000,208037000,173055000,187660000,155749000,181452000,140876369,177167761,
164173,Stevenson University,694,694,604,604,688,688,778,778,733,733,690,689,753,752,861,860,603,497,682,536,783,635,733,553,689,548,752,597,860,643,866,600,37142,36242,35490,33168,30998,28980,27082,25310,14662576,11581176,12872775,12878842,11254541,9434217,9161446,9293496,98277087,89299200,89906530,91758483,82676558,97498579,69789686,99211268,79078747,97161805,77419161,94769645,65188808,87655763,56310622,81957689,
102270,Stillman College,235,231,145,144,163,118,129,125,249,244,321,321,163,163,301,270,144,91,118,80,125,65,239,95,266,159,163,109,276,169,287,176,11292,11092,10792,10418,10418,15865,15901,15665,542137,158720,279607,97741,477707,1104510,898932,910382,19060678,18471215,18471456,14207251,17847927,13888623,17944045,18602769,16981240,23027523,17344861,20939067,18267643,21179611,17879444,19550806,
167996,Stonehill College,652,652,650,650,667,667,734,732,656,656,610,610,610,610,814,814,650,536,667,580,732,627,656,606,609,545,609,550,814,706,567,488,44420,42746,41300,39900,38550,37426,36160,35110,16656748,15433911,14594538,15948255,14326302,13178102,10652728,13265665,217240018,102369915,211414415,97044364,194142067,92843039,178738401,92691053,188638643,90799290,190987117,92980717,171222793,93550508,146701998,87821629,
168005,Suffolk University,1084,1071,1240,1226,1061,1059,1186,1179,1334,1325,1085,1077,1165,1159,1240,1239,1226,950,1058,805,1177,906,1324,999,1076,797,1159,877,1239,935,1230,931,40104,38566,37270,35578,33934,32660,31716,30792,21200172,23249236,18031607,18841607,19999080,14173250,13914142,14103139,256299963,231877631,249136919,214199571,231720743,233615847,181636189,216120062,185813403,215265750,194540110,220553770,164687874,222066501,128935308,227499126,
447953,SUM Bible College and Theological Seminary,74,70,86,79,115,90,135,130,93,90,134,130,66,64,90,90,79,42,79,45,80,68,90,47,130,68,64,36,86,46,74,44,10604,9964,9324,10144,10144,9320,7946,7946,142161,140693,152690,181080,151184,130418,117813,144900,121700,6294900,,5272200,,4819500,,4468200,,3942400,,3599200,,3450900,,3177100,
181543,Summit Christian College,5,5,5,4,2,2,6,6,8,8,5,4,4,3,14,13,2,1,2,2,2,2,2,2,3,3,3,3,13,7,5,2,7301,6726,6560,5974,5912,5875,5075,5065,9120,3315,2750,10297,16725,29338,4240,39200,,695477,,688860,,752541,,671821,,652867,,637408,,611907,,601060,
216278,Susquehanna University,620,620,619,619,634,634,637,637,668,666,575,575,589,589,631,631,619,539,633,507,636,552,666,555,573,495,588,488,631,529,598,501,49180,47290,45470,43720,42040,40350,38780,37280,20973628,19501150,18922008,17669359,17539162,13280484,13085326,12315945,175667010,85112710,169795178,82104501,161178061,81665928,143234567,76658061,148746477,74048204,151751947,74811027,133704567,74059122,121175502,71242859,
216287,Swarthmore College,417,417,414,414,392,392,415,415,407,407,407,407,388,388,378,378,414,405,392,380,414,405,407,397,407,399,388,370,378,361,386,375,54656,52588,50822,49104,47442,46060,44718,43080,12104562,11307030,10325123,10756980,10205687,8277379,7301884,6398332,2131553000,179033000,2115768000,169078000,1955532000,161332000,1746962000,148086000,1845799000,137963000,1876669000,135955000,1634685000,128147000,1498775000,124327000,
233718,Sweet Briar College,103,103,110,110,79,79,134,134,24,24,154,154,197,197,176,176,110,71,79,58,134,97,24,12,154,53,197,147,176,121,194,143,22020,21000,37155,36425,34935,34935,33605,32325,988305,984846,1850190,3638756,514767,3217931,4138359,3127136,70456541,27964537,74817347,29794075,76875074,31236327,75095402,28258289,77443141,45336846,94037842,35440654,88058200,34815046,84725508,37113537,
196413,Syracuse University,3660,3641,3599,3595,3649,3644,3712,3704,3481,3478,3470,3461,3487,3476,3392,3382,3592,3298,3638,3260,3700,3385,3478,3151,3460,3155,3475,3193,3381,3107,3398,3129,53849,51853,46755,45022,43318,41886,40458,39004,75632321,72752111,65210363,66688148,62646432,60116706,58913733,56401905,1392691380,1026212605,1338287247,954688418,1258728050,934603681,1156828006,905148753,1166108676,876249740,1183243707,838167069,1053213559,808870625,940055706,810091405,
155973,Tabor College,128,128,163,163,149,149,136,136,150,150,159,159,159,159,142,140,163,90,136,91,136,82,150,88,159,94,159,97,140,86,151,85,29360,28260,27220,26590,25320,23900,22730,21740,2226935,2718590,2245989,2039232,2158101,2164899,1863750,1611006,10961317,15946282,10202555,15852321,9446276,14744232,8723730,14767950,8701859,15249668,8535363,14614626,7524940,14023961,6055128,13229125,
102298,Talladega College,291,285,294,275,160,157,26,25,350,320,302,282,276,256,219,207,275,177,157,110,25,16,320,181,282,166,256,115,207,68,184,72,13846,13571,12340,12340,12510,12509,11492,11492,866158,667193,491148,62366,919163,891163,892668,3893768,2592980,20496405,2561968,14708475,2423263,15616205,2381575,14633542,3472095,16238504,3318382,16379119,3306091,15522507,3139555,13421225,
137777,Talmudic College of Florida,13,13,8,8,17,17,11,11,19,19,10,10,4,4,11,11,8,7,10,9,10,8,19,14,4,3,4,3,5,3,18,11,13250,13250,13250,13250,13250,12500,12500,12500,68249,52348,24300,67176,177765,79510,21929,35900,,4331374,,3593680,,3893803,,4270639,,3387317,,2623575,,2258241,,2821840,
186900,Talmudical Academy-New Jersey,6,6,4,4,10,10,10,10,17,17,6,6,18,18,12,12,4,4,10,6,0,0,17,7,6,3,18,14,12,1,8,1,13700,13700,13300,13000,12000,11500,11000,11000,6369,4068,41830,57900,96340,20907,35892,32126,,766724,,833582,,863009,,777300,,812353,,804352,,763001,,773786,
196440,Talmudical Institute of Upstate New York,3,3,,,6,6,1,1,,,5,5,7,7,4,4,0,0,6,5,1,1,0,0,5,2,7,4,4,3,3,2,6150,6150,5800,5300,5100,5000,5000,5000,21100,,0,1000,,10795,8922,15160,,1848481,,1904277,,1833077,,1761991,,2118272,,1599838,,1606309,,1624041,
451404,Talmudical Seminary of Bobov,94,94,102,102,79,79,104,104,79,79,77,77,68,68,32,32,102,64,79,52,104,56,78,43,77,31,68,57,32,21,42,32,10200,10200,7600,7600,7500,7100,7100,6750,51172,62761,25895,17035,30000,5024,38200,16870,,4977852,,3992819,,4084616,,3246802,,3571273,,2933459,,2160748,,1913710,
196431,Talmudical Seminary Oholei Torah,50,50,27,27,43,43,31,31,44,44,56,56,49,49,71,71,27,24,43,32,31,23,44,17,56,42,49,49,71,50,74,53,9800,9800,9300,9300,9300,8900,8100,8100,142086,94745,193391,72573,21160,6113,9710,32250,,4497653,,4180464,,3618225,,4044476,,3668255,,3548435,,3521043,,4744050,
216311,Talmudical Yeshiva of Philadelphia,36,36,36,36,38,38,37,37,36,36,36,36,38,38,34,34,36,33,38,37,37,32,36,32,36,28,38,32,34,30,38,34,9450,9175,8900,8600,8750,8500,8650,8100,158063,154850,127441,163990,155901,133790,209101,156570,,4716714,,4273751,,4096020,,4139108,,3833021,,3945233,,3812367,,3759916,
152530,Taylor University,490,490,532,531,448,448,472,472,519,519,435,433,460,459,498,498,531,452,448,384,472,423,519,443,433,378,459,405,498,445,461,404,35305,34114,32885,31472,30270,29538,28753,28088,9883461,9644234,7649686,7487806,7665452,5521295,5602563,5897217,93013707,67539000,94075609,65243000,87026000,65083000,76730628,64833350,81048212,62792162,79677058,63573777,72523460,63262980,65604814,60868759,
196468,Teachers College at Columbia University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342745032,213926070,324092116,217704971,290822541,211959083,275330127,205660148,263086307,195773062,276665177,185079678,239855754,180931459,209627625,176339372,
149329,Telshe Yeshiva-Chicago,19,19,26,26,13,13,20,20,21,21,18,18,18,18,18,18,26,22,13,13,20,17,21,21,18,16,18,18,18,14,22,18,14500,13500,13500,13500,12000,12000,12000,12000,39997,192824,62903,112940,91890,106030,78560,101745,,4142517,,4110439,,4012677,,4089153,,4109188,,3873718,,3879783,,3748941,
221856,Tennessee Temple University,,,,,,,,,,,78,62,186,130,113,83,,,,,,,,,,,85,35,30,20,60,35,,,,,,12460,12120,12120,,,,,,221365,622848,297926,,,,,,,,,,,721910,8360298,752442,8830921,650144,7255864,
221731,Tennessee Wesleyan University,206,206,188,188,208,206,199,197,213,212,198,197,211,208,220,218,188,131,203,139,197,133,212,142,191,130,208,130,218,132,206,129,25150,24300,23800,23000,22900,22300,21800,21200,2978163,2826898,2874288,2617741,2676437,2285114,2398857,2174094,12725619,18186679,12132867,16601228,11362132,16010417,10610165,16241276,10627009,16743514,11148416,16234296,9704027,15304939,9544601,14440401,
228866,Texas Chiropractic College Foundation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4889493,9342255,4821018,9269050,4707551,9480104,4483458,9869994,3814374,9667414,3815245,9937397,4233653,10677159,5827458,11093633,
228875,Texas Christian University,2159,2153,2194,2187,1955,1949,1888,1887,2078,2075,1891,1888,1936,1935,1854,1850,2187,1996,1949,1784,1887,1709,2074,1880,1888,1708,1933,1732,1849,1668,1867,1675,49250,46950,44760,42670,40720,38600,36590,34590,42049555,43907639,33001320,30636685,32800438,25733186,22841587,20360224,1620665000,534559000,1595949000,499615000,1471789000,472482000,1407057000,439217000,1486003000,401251000,1393241000,371906000,1256030000,352752000,1110868000,336876000,
228884,Texas College,194,190,274,274,266,266,264,264,139,139,176,176,242,242,146,146,274,125,246,160,264,132,139,71,173,68,240,84,146,46,212,94,10000,10008,10008,10008,10008,10008,10008,9682,177829,152075,325000,228276,127541,141666,154817,59262,5434907,16501118,4748468,16206134,4408307,16547224,3219987,14390327,3014703,12507266,1863165,11543060,1863527,11420943,1718210,11829500,
228981,Texas Lutheran University,419,419,364,364,417,416,377,377,395,395,309,309,346,346,355,355,364,266,416,297,377,271,395,267,309,225,346,242,355,249,398,266,30860,29960,29960,28910,27900,26800,25890,24990,7688510,6515463,7860481,6120293,6396403,5008306,5151208,4909558,92117274,38264918,99181245,38483170,94995542,36874927,87489812,36861998,91621052,36558117,93287083,34621105,87183816,33374896,76822947,32850708,
229160,Texas Wesleyan University,327,327,299,298,306,306,301,301,369,365,313,310,273,266,282,278,298,154,306,155,301,173,365,160,310,177,266,136,278,196,162,106,31816,30300,27800,26050,24454,23144,22040,20840,6375316,4992912,4606458,3055903,3812553,3246972,1128568,2150000,59523431,56276910,62012024,59211115,66876882,57404836,57438220,55805108,56428371,52514011,40693447,49825998,38836554,60253361,33795421,61567839,
132408,The Baptist College of Florida,28,22,33,27,40,39,34,32,40,39,35,34,48,43,42,42,25,18,37,28,32,23,39,34,34,26,43,31,42,35,48,33,11700,11400,11100,10800,10000,9700,9700,9400,39473,44298,51198,43930,53900,57351,29215,59430,7854320,6531161,7775017,7137568,7846795,7141242,6985526,6991790,6629194,6829201,6514982,6732186,6194534,6610097,5962580,6523613,
164933,The Boston Conservatory,,,,,,,,,180,180,125,125,133,133,137,137,,,,,,,,,120,109,133,119,137,110,148,121,,,,,43800,42326,40900,39300,,,,,,1318877,1596190,1547700,,,,,,,,,13842305,27571118,11735026,26013302,10856720,24643742,9170386,26641386,
131283,The Catholic University of America,818,816,834,833,831,830,723,723,908,904,832,830,837,836,884,880,833,730,830,724,723,625,904,755,830,711,836,687,880,727,901,759,47746,45804,44060,42536,40932,39726,38526,36820,23030592,21283052,19580363,16096633,17604878,14642585,14907249,14682166,269855814,231336000,350463407,226565000,336862945,224808000,311956932,221298000,319020221,219996000,297105251,217617000,270950839,216050000,245342814,218704000,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50581265,98818738,43936306,95163711,40307061,88865396,35816327,87520466,36578075,86938000,17769220,94742229,12619640,85154732,6426927,90027210,
